"","agencyname","day","hearing"
"25597","EUROFOUND",2017-08-31,0
"25598","EUROFOUND",2017-09-01,0
"25599","EUROFOUND",2017-09-02,0
"25600","EUROFOUND",2017-09-03,0
"25601","EUROFOUND",2017-09-04,0
"25602","EUROFOUND",2017-09-05,0
"25603","EUROFOUND",2017-09-06,0
"25604","EUROFOUND",2017-09-07,0
"25605","EUROFOUND",2017-09-08,0
"25606","EUROFOUND",2017-09-09,0
"25607","EUROFOUND",2017-09-10,0
"25608","EUROFOUND",2017-09-11,0
"25609","EUROFOUND",2017-09-12,0
"25610","EUROFOUND",2017-09-13,0
"25611","EUROFOUND",2017-09-14,0
"25612","EUROFOUND",2017-09-15,0
"25613","EUROFOUND",2017-09-16,0
"25614","EUROFOUND",2017-09-17,0
"25615","EUROFOUND",2017-09-18,0
"25616","EUROFOUND",2017-09-19,0
"25617","EUROFOUND",2017-09-20,0
"25618","EUROFOUND",2017-09-21,0
"25619","EUROFOUND",2017-09-22,0
"25620","EUROFOUND",2017-09-23,0
"25621","EUROFOUND",2017-09-24,0
"25622","EUROFOUND",2017-09-25,0
"25623","EUROFOUND",2017-09-26,0
"25624","EUROFOUND",2017-09-27,0
"25625","EUROFOUND",2017-09-28,0
"25626","EUROFOUND",2017-09-29,0
"25627","EUROFOUND",2017-09-30,0
"25628","EUROFOUND",2017-10-01,0
"25629","EUROFOUND",2017-10-02,0
"25630","EUROFOUND",2017-10-03,0
"25631","EUROFOUND",2017-10-04,0
"25632","EUROFOUND",2017-10-05,0
"25633","EUROFOUND",2017-10-06,0
"25634","EUROFOUND",2017-10-07,0
"25635","EUROFOUND",2017-10-08,0
"25636","EUROFOUND",2017-10-09,0
"25637","EUROFOUND",2017-10-10,0
"25638","EUROFOUND",2017-10-11,0
"25639","EUROFOUND",2017-10-12,0
"25640","EUROFOUND",2017-10-13,0
"25641","EUROFOUND",2017-10-14,0
"25642","EUROFOUND",2017-10-15,0
"25643","EUROFOUND",2017-10-16,0
"25644","EUROFOUND",2017-10-17,0
"25645","EUROFOUND",2017-10-18,0
"25646","EUROFOUND",2017-10-19,0
"25647","EUROFOUND",2017-10-20,0
"25648","EUROFOUND",2017-10-21,0
"25649","EUROFOUND",2017-10-22,0
"25650","EUROFOUND",2017-10-23,0
"25651","EUROFOUND",2017-10-24,0
"25652","EUROFOUND",2017-10-25,0
"25653","EUROFOUND",2017-10-26,0
"25654","EUROFOUND",2017-10-27,0
"25655","EUROFOUND",2017-10-28,0
"25656","EUROFOUND",2017-10-29,0
"25657","EUROFOUND",2017-10-30,0
"25658","EUROFOUND",2017-10-31,0
"25659","EUROFOUND",2017-11-01,0
"25660","EUROFOUND",2017-11-02,0
"25661","EUROFOUND",2017-11-03,0
"25662","EUROFOUND",2017-11-04,0
"25663","EUROFOUND",2017-11-05,0
"25664","EUROFOUND",2017-11-06,1
"25665","EUROFOUND",2017-11-07,0
"25666","EUROFOUND",2017-11-08,0
"25667","EUROFOUND",2017-11-09,0
"25668","EUROFOUND",2017-11-10,0
"25669","EUROFOUND",2017-11-11,0
"25670","EUROFOUND",2017-11-12,0
"25671","EUROFOUND",2017-11-13,0
"25672","EUROFOUND",2017-11-14,0
"25673","EUROFOUND",2017-11-15,0
"25674","EUROFOUND",2017-11-16,0
"25675","EUROFOUND",2017-11-17,0
"25676","EUROFOUND",2017-11-18,0
"25677","EUROFOUND",2017-11-19,0
"25678","EUROFOUND",2017-11-20,0
"25679","EUROFOUND",2017-11-21,0
"25680","EUROFOUND",2017-11-22,0
"25681","EUROFOUND",2017-11-23,0
"25682","EUROFOUND",2017-11-24,0
"25683","EUROFOUND",2017-11-25,0
"25684","EUROFOUND",2017-11-26,0
"25685","EUROFOUND",2017-11-27,0
"25686","EUROFOUND",2017-11-28,0
"25687","EUROFOUND",2017-11-29,0
"25688","EUROFOUND",2017-11-30,0
"25689","EUROFOUND",2017-12-01,0
"25690","EUROFOUND",2017-12-02,0
"25691","EUROFOUND",2017-12-03,0
"25692","EUROFOUND",2017-12-04,0
"25693","EUROFOUND",2017-12-05,0
"25694","EUROFOUND",2017-12-06,0
"25695","EUROFOUND",2017-12-07,0
"25696","EUROFOUND",2017-12-08,0
"25697","EUROFOUND",2017-12-09,0
"25698","EUROFOUND",2017-12-10,0
"25699","EUROFOUND",2017-12-11,0
"25700","EUROFOUND",2017-12-12,0
"25701","EUROFOUND",2017-12-13,0
"25702","EUROFOUND",2017-12-14,0
"25703","EUROFOUND",2017-12-15,0
"25704","EUROFOUND",2017-12-16,0
"25705","EUROFOUND",2017-12-17,0
"25706","EUROFOUND",2017-12-18,0
"25707","EUROFOUND",2017-12-19,0
"25708","EUROFOUND",2017-12-20,0
"25709","EUROFOUND",2017-12-21,0
"25710","EUROFOUND",2017-12-22,0
"25711","EUROFOUND",2017-12-23,0
"25712","EUROFOUND",2017-12-24,0
"25713","EUROFOUND",2017-12-25,0
"25714","EUROFOUND",2017-12-26,0
"25715","EUROFOUND",2017-12-27,0
"25716","EUROFOUND",2017-12-28,0
"25717","EUROFOUND",2017-12-29,0
"25718","EUROFOUND",2017-12-30,0
"25719","EUROFOUND",2017-12-31,0
"25720","EUROFOUND",2018-01-01,0
"25721","EUROFOUND",2018-01-02,0
"25722","EUROFOUND",2018-01-03,0
"25723","EUROFOUND",2018-01-04,0
"25724","EUROFOUND",2018-01-05,0
"25725","EUROFOUND",2018-01-06,0
"25726","EUROFOUND",2018-01-07,0
"25727","EUROFOUND",2018-01-08,0
"25728","EUROFOUND",2018-01-09,0
"25729","EUROFOUND",2018-01-10,0
"25730","EUROFOUND",2018-01-11,0
"25731","EUROFOUND",2018-01-12,0
"25732","EUROFOUND",2018-01-13,0
"25733","EUROFOUND",2018-01-14,0
"25734","EUROFOUND",2018-01-15,0
"25735","EUROFOUND",2018-01-16,0
"25736","EUROFOUND",2018-01-17,0
"25737","EUROFOUND",2018-01-18,0
"25738","EUROFOUND",2018-01-19,0
"25739","EUROFOUND",2018-01-20,0
"25740","EUROFOUND",2018-01-21,0
"25741","EUROFOUND",2018-01-22,0
"25742","EUROFOUND",2018-01-23,0
"25743","EUROFOUND",2018-01-24,0
"25744","EUROFOUND",2018-01-25,0
"25745","EUROFOUND",2018-01-26,0
"25746","EUROFOUND",2018-01-27,0
"25747","EUROFOUND",2018-01-28,0
"25748","EUROFOUND",2018-01-29,0
"25749","EUROFOUND",2018-01-30,0
"25750","EUROFOUND",2018-01-31,0
"25751","EUROFOUND",2018-02-01,0
"25752","EUROFOUND",2018-02-02,0
"25753","EUROFOUND",2018-02-03,0
"25754","EUROFOUND",2018-02-04,0
"25755","EUROFOUND",2018-02-05,0
"25756","EUROFOUND",2018-02-06,0
"25757","EUROFOUND",2018-02-07,0
"25758","EUROFOUND",2018-02-08,0
"25759","EUROFOUND",2018-02-09,0
"25760","EUROFOUND",2018-02-10,0
"25761","EUROFOUND",2018-02-11,0
"25762","EUROFOUND",2018-02-12,0
"25763","EUROFOUND",2018-02-13,0
"25764","EUROFOUND",2018-02-14,0
"25765","EUROFOUND",2018-02-15,0
"25766","EUROFOUND",2018-02-16,0
"25767","EUROFOUND",2018-02-17,0
"25768","EUROFOUND",2018-02-18,0
"25769","EUROFOUND",2018-02-19,0
"25770","EUROFOUND",2018-02-20,0
"25771","EUROFOUND",2018-02-21,0
"25772","EUROFOUND",2018-02-22,0
"25773","EUROFOUND",2018-02-23,0
"25774","EUROFOUND",2018-02-24,0
"25775","EUROFOUND",2018-02-25,0
"25776","EUROFOUND",2018-02-26,0
"25777","EUROFOUND",2018-02-27,0
"25778","EUROFOUND",2018-02-28,0
"25779","EUROFOUND",2018-03-01,0
"25780","EUROFOUND",2018-03-02,0
"25781","EUROFOUND",2018-03-03,0
"25782","EUROFOUND",2018-03-04,0
"25783","EUROFOUND",2018-03-05,0
"25784","EUROFOUND",2018-03-06,0
"25785","EUROFOUND",2018-03-07,0
"25786","EUROFOUND",2018-03-08,0
"25787","EUROFOUND",2018-03-09,0
"25788","EUROFOUND",2018-03-10,0
"25789","EUROFOUND",2018-03-11,0
"25790","EUROFOUND",2018-03-12,0
"25791","EUROFOUND",2018-03-13,0
"25792","EUROFOUND",2018-03-14,0
"25793","EUROFOUND",2018-03-15,0
"25794","EUROFOUND",2018-03-16,0
"25795","EUROFOUND",2018-03-17,0
"25796","EUROFOUND",2018-03-18,0
"25797","EUROFOUND",2018-03-19,0
"25798","EUROFOUND",2018-03-20,0
"25799","EUROFOUND",2018-03-21,0
"25800","EUROFOUND",2018-03-22,0
"25801","EUROFOUND",2018-03-23,0
"25802","EUROFOUND",2018-03-24,0
"25803","EUROFOUND",2018-03-25,0
"25804","EUROFOUND",2018-03-26,0
"25805","EUROFOUND",2018-03-27,0
"25806","EUROFOUND",2018-03-28,0
"25807","EUROFOUND",2018-03-29,0
"25808","EUROFOUND",2018-03-30,0
"25809","EUROFOUND",2018-03-31,0
"25810","EUROFOUND",2018-04-01,0
"25811","EUROFOUND",2018-04-02,0
"25812","EUROFOUND",2018-04-03,0
"25813","EUROFOUND",2018-04-04,0
"25814","EUROFOUND",2018-04-05,0
"25815","EUROFOUND",2018-04-06,0
"25816","EUROFOUND",2018-04-07,0
"25817","EUROFOUND",2018-04-08,0
"25818","EUROFOUND",2018-04-09,0
"25819","EUROFOUND",2018-04-10,0
"25820","EUROFOUND",2018-04-11,0
"25821","EUROFOUND",2018-04-12,0
"25822","EUROFOUND",2018-04-13,0
"25823","EUROFOUND",2018-04-14,0
"25824","EUROFOUND",2018-04-15,0
"25825","EUROFOUND",2018-04-16,0
"25826","EUROFOUND",2018-04-17,0
"25827","EUROFOUND",2018-04-18,0
"25828","EUROFOUND",2018-04-19,0
"25829","EUROFOUND",2018-04-20,0
"25830","EUROFOUND",2018-04-21,0
"25831","EUROFOUND",2018-04-22,0
"25832","EUROFOUND",2018-04-23,0
"25833","EUROFOUND",2018-04-24,0
"25834","EUROFOUND",2018-04-25,0
"25835","EUROFOUND",2018-04-26,0
"25836","EUROFOUND",2018-04-27,0
"25837","EUROFOUND",2018-04-28,0
"25838","EUROFOUND",2018-04-29,0
"25839","EUROFOUND",2018-04-30,0
"25840","EUROFOUND",2018-05-01,0
"25841","EUROFOUND",2018-05-02,0
"25842","EUROFOUND",2018-05-03,0
"25843","EUROFOUND",2018-05-04,0
"25844","EUROFOUND",2018-05-05,0
"25845","EUROFOUND",2018-05-06,0
"25846","EUROFOUND",2018-05-07,0
"25847","EUROFOUND",2018-05-08,0
"25848","EUROFOUND",2018-05-09,0
"25849","EUROFOUND",2018-05-10,0
"25850","EUROFOUND",2018-05-11,0
"25851","EUROFOUND",2018-05-12,0
"25852","EUROFOUND",2018-05-13,0
"25853","EUROFOUND",2018-05-14,0
"25854","EUROFOUND",2018-05-15,0
"25855","EUROFOUND",2018-05-16,0
"25856","EUROFOUND",2018-05-17,0
"25857","EUROFOUND",2018-05-18,0
"25858","EUROFOUND",2018-05-19,0
"25859","EUROFOUND",2018-05-20,0
"25860","EUROFOUND",2018-05-21,0
"25861","EUROFOUND",2018-05-22,0
"25862","EUROFOUND",2018-05-23,0
"25863","EUROFOUND",2018-05-24,0
"25864","EUROFOUND",2018-05-25,0
"25865","EUROFOUND",2018-05-26,0
"25866","EUROFOUND",2018-05-27,0
"25867","EUROFOUND",2018-05-28,0
"25868","EUROFOUND",2018-05-29,0
"25869","EUROFOUND",2018-05-30,0
"25870","EUROFOUND",2018-05-31,0
"25871","EUROFOUND",2018-06-01,0
"25872","EUROFOUND",2018-06-02,0
"25873","EUROFOUND",2018-06-03,0
"25874","EUROFOUND",2018-06-04,0
"25875","EUROFOUND",2018-06-05,0
"25876","EUROFOUND",2018-06-06,0
"25877","EUROFOUND",2018-06-07,0
"25878","EUROFOUND",2018-06-08,0
"25879","EUROFOUND",2018-06-09,0
"25880","EUROFOUND",2018-06-10,0
"25881","EUROFOUND",2018-06-11,0
"25882","EUROFOUND",2018-06-12,0
"25883","EUROFOUND",2018-06-13,0
"25884","EUROFOUND",2018-06-14,0
"25885","EUROFOUND",2018-06-15,0
"25886","EUROFOUND",2018-06-16,0
"25887","EUROFOUND",2018-06-17,0
"25888","EUROFOUND",2018-06-18,0
"25889","EUROFOUND",2018-06-19,0
"25890","EUROFOUND",2018-06-20,0
"25891","EUROFOUND",2018-06-21,0
"25892","EUROFOUND",2018-06-22,0
"25893","EUROFOUND",2018-06-23,0
"25894","EUROFOUND",2018-06-24,0
"25895","EUROFOUND",2018-06-25,0
"25896","EUROFOUND",2018-06-26,0
"25897","EUROFOUND",2018-06-27,0
"25898","EUROFOUND",2018-06-28,0
"25899","EUROFOUND",2018-06-29,0
"25900","EUROFOUND",2018-06-30,0
"25901","EUROFOUND",2018-07-01,0
"25902","EUROFOUND",2018-07-02,0
"25903","EUROFOUND",2018-07-03,0
"25904","EUROFOUND",2018-07-04,0
"25905","EUROFOUND",2018-07-05,0
"25906","EUROFOUND",2018-07-06,0
"25907","EUROFOUND",2018-07-07,0
"25908","EUROFOUND",2018-07-08,0
"25909","EUROFOUND",2018-07-09,0
"25910","EUROFOUND",2018-07-10,0
"25911","EUROFOUND",2018-07-11,0
"25912","EUROFOUND",2018-07-12,0
"25913","EUROFOUND",2018-07-13,0
"25914","EUROFOUND",2018-07-14,0
"25915","EUROFOUND",2018-07-15,0
"25916","EUROFOUND",2018-07-16,0
"25917","EUROFOUND",2018-07-17,0
"25918","EUROFOUND",2018-07-18,0
"25919","EUROFOUND",2018-07-19,0
"25920","EUROFOUND",2018-07-20,0
"25921","EUROFOUND",2018-07-21,0
"25922","EUROFOUND",2018-07-22,0
"25923","EUROFOUND",2018-07-23,0
"25924","EUROFOUND",2018-07-24,0
"25925","EUROFOUND",2018-07-25,0
"25926","EUROFOUND",2018-07-26,0
"25927","EUROFOUND",2018-07-27,0
"25928","EUROFOUND",2018-07-28,0
"25929","EUROFOUND",2018-07-29,0
"25930","EUROFOUND",2018-07-30,0
"25931","EUROFOUND",2018-07-31,0
"25932","EUROFOUND",2018-08-01,0
"25933","EUROFOUND",2018-08-02,0
"25934","EUROFOUND",2018-08-03,0
"25935","EUROFOUND",2018-08-04,0
"25936","EUROFOUND",2018-08-05,0
"25937","EUROFOUND",2018-08-06,0
"25938","EUROFOUND",2018-08-07,0
"25939","EUROFOUND",2018-08-08,0
"25940","EUROFOUND",2018-08-09,0
"25941","EUROFOUND",2018-08-10,0
"25942","EUROFOUND",2018-08-11,0
"25943","EUROFOUND",2018-08-12,0
"25944","EUROFOUND",2018-08-13,0
"25945","EUROFOUND",2018-08-14,0
"25946","EUROFOUND",2018-08-15,0
"25947","EUROFOUND",2018-08-16,0
"25948","EUROFOUND",2018-08-17,0
"25949","EUROFOUND",2018-08-18,0
"25950","EUROFOUND",2018-08-19,0
"25951","EUROFOUND",2018-08-20,0
"25952","EUROFOUND",2018-08-21,0
"25953","EUROFOUND",2018-08-22,0
"25954","EUROFOUND",2018-08-23,0
"25955","EUROFOUND",2018-08-24,0
"25956","EUROFOUND",2018-08-25,0
"25957","EUROFOUND",2018-08-26,0
"25958","EUROFOUND",2018-08-27,0
"25959","EUROFOUND",2018-08-28,0
"25960","EUROFOUND",2018-08-29,0
"25961","EUROFOUND",2018-08-30,0
"25962","EUROFOUND",2018-08-31,0
"25963","EUROFOUND",2018-09-01,0
"25964","EUROFOUND",2018-09-02,0
"25965","EUROFOUND",2018-09-03,0
"25966","EUROFOUND",2018-09-04,0
"25967","EUROFOUND",2018-09-05,0
"25968","EUROFOUND",2018-09-06,0
"25969","EUROFOUND",2018-09-07,0
"25970","EUROFOUND",2018-09-08,0
"25971","EUROFOUND",2018-09-09,0
"25972","EUROFOUND",2018-09-10,0
"25973","EUROFOUND",2018-09-11,0
"25974","EUROFOUND",2018-09-12,0
"25975","EUROFOUND",2018-09-13,0
"25976","EUROFOUND",2018-09-14,0
"25977","EUROFOUND",2018-09-15,0
"25978","EUROFOUND",2018-09-16,0
"25979","EUROFOUND",2018-09-17,0
"25980","EUROFOUND",2018-09-18,0
"25981","EUROFOUND",2018-09-19,0
"25982","EUROFOUND",2018-09-20,0
"25983","EUROFOUND",2018-09-21,0
"25984","EUROFOUND",2018-09-22,0
"25985","EUROFOUND",2018-09-23,0
"25986","EUROFOUND",2018-09-24,0
"25987","EUROFOUND",2018-09-25,0
"25988","EUROFOUND",2018-09-26,0
"25989","EUROFOUND",2018-09-27,0
"25990","EUROFOUND",2018-09-28,0
"25991","EUROFOUND",2018-09-29,0
"25992","EUROFOUND",2018-09-30,0
"25993","EUROFOUND",2018-10-01,0
"25994","EUROFOUND",2018-10-02,0
"25995","EUROFOUND",2018-10-03,0
"25996","EUROFOUND",2018-10-04,0
"25997","EUROFOUND",2018-10-05,0
"25998","EUROFOUND",2018-10-06,0
"25999","EUROFOUND",2018-10-07,0
"26000","EUROFOUND",2018-10-08,0
"26001","EUROFOUND",2018-10-09,0
"26002","EUROFOUND",2018-10-10,0
"26003","EUROFOUND",2018-10-11,0
"26004","EUROFOUND",2018-10-12,0
"26005","EUROFOUND",2018-10-13,0
"26006","EUROFOUND",2018-10-14,0
"26007","EUROFOUND",2018-10-15,0
"26008","EUROFOUND",2018-10-16,0
"26009","EUROFOUND",2018-10-17,0
"26010","EUROFOUND",2018-10-18,0
"26011","EUROFOUND",2018-10-19,0
"26012","EUROFOUND",2018-10-20,0
"26013","EUROFOUND",2018-10-21,0
"26014","EUROFOUND",2018-10-22,0
"26015","EUROFOUND",2018-10-23,0
"26016","EUROFOUND",2018-10-24,0
"26017","EUROFOUND",2018-10-25,0
"26018","EUROFOUND",2018-10-26,0
"26019","EUROFOUND",2018-10-27,0
"26020","EUROFOUND",2018-10-28,0
"26021","EUROFOUND",2018-10-29,0
"26022","EUROFOUND",2018-10-30,0
"26023","EUROFOUND",2018-10-31,0
"26024","EUROFOUND",2018-11-01,0
"26025","EUROFOUND",2018-11-02,0
"26026","EUROFOUND",2018-11-03,0
"26027","EUROFOUND",2018-11-04,0
"26028","EUROFOUND",2018-11-05,0
"26029","EUROFOUND",2018-11-06,0
"26030","EUROFOUND",2018-11-07,0
"26031","EUROFOUND",2018-11-08,0
"26032","EUROFOUND",2018-11-09,0
"26033","EUROFOUND",2018-11-10,0
"26034","EUROFOUND",2018-11-11,0
"26035","EUROFOUND",2018-11-12,0
"26036","EUROFOUND",2018-11-13,0
"26037","EUROFOUND",2018-11-14,0
"26038","EUROFOUND",2018-11-15,0
"26039","EUROFOUND",2018-11-16,0
"26040","EUROFOUND",2018-11-17,0
"26041","EUROFOUND",2018-11-18,0
"26042","EUROFOUND",2018-11-19,0
"26043","EUROFOUND",2018-11-20,0
"26044","EUROFOUND",2018-11-21,0
"26045","EUROFOUND",2018-11-22,0
"26046","EUROFOUND",2018-11-23,0
"26047","EUROFOUND",2018-11-24,0
"26048","EUROFOUND",2018-11-25,0
"26049","EUROFOUND",2018-11-26,0
"26050","EUROFOUND",2018-11-27,0
"26051","EUROFOUND",2018-11-28,0
"26052","EUROFOUND",2018-11-29,0
"26053","EUROFOUND",2018-11-30,0
"26054","EUROFOUND",2018-12-01,0
"26055","EUROFOUND",2018-12-02,0
"26056","EUROFOUND",2018-12-03,0
"26057","EUROFOUND",2018-12-04,0
"26058","EUROFOUND",2018-12-05,0
"26059","EUROFOUND",2018-12-06,0
"26060","EUROFOUND",2018-12-07,0
"26061","EUROFOUND",2018-12-08,0
"26062","EUROFOUND",2018-12-09,0
"26063","EUROFOUND",2018-12-10,0
"26064","EUROFOUND",2018-12-11,0
"26065","EUROFOUND",2018-12-12,0
"26066","EUROFOUND",2018-12-13,0
"26067","EUROFOUND",2018-12-14,0
"26068","EUROFOUND",2018-12-15,0
"26069","EUROFOUND",2018-12-16,0
"26070","EUROFOUND",2018-12-17,0
"26071","EUROFOUND",2018-12-18,0
"26072","EUROFOUND",2018-12-19,0
"26073","EUROFOUND",2018-12-20,0
"26074","EUROFOUND",2018-12-21,0
"26075","EUROFOUND",2018-12-22,0
"26076","EUROFOUND",2018-12-23,0
"26077","EUROFOUND",2018-12-24,0
"26078","EUROFOUND",2018-12-25,0
"26079","EUROFOUND",2018-12-26,0
"26080","EUROFOUND",2018-12-27,0
"26081","EUROFOUND",2018-12-28,0
"26082","EUROFOUND",2018-12-29,0
"26083","EUROFOUND",2018-12-30,0
"26084","EUROFOUND",2018-12-31,0
"26085","EUROFOUND",2019-01-01,0
"26086","EUROFOUND",2019-01-02,0
"26087","EUROFOUND",2019-01-03,0
"26088","EUROFOUND",2019-01-04,0
"26089","EUROFOUND",2019-01-05,0
"26090","EUROFOUND",2019-01-06,0
"26091","EUROFOUND",2019-01-07,0
"26092","EUROFOUND",2019-01-08,0
"26093","EUROFOUND",2019-01-09,0
"26094","EUROFOUND",2019-01-10,0
"26095","EUROFOUND",2019-01-11,0
"26096","EUROFOUND",2019-01-12,0
"26097","EUROFOUND",2019-01-13,0
"26098","EUROFOUND",2019-01-14,0
"26099","EUROFOUND",2019-01-15,0
"26100","EUROFOUND",2019-01-16,0
"26101","EUROFOUND",2019-01-17,0
"26102","EUROFOUND",2019-01-18,0
"26103","EUROFOUND",2019-01-19,0
"26104","EUROFOUND",2019-01-20,0
"26105","EUROFOUND",2019-01-21,0
"26106","EUROFOUND",2019-01-22,0
"26107","EUROFOUND",2019-01-23,0
"26108","EUROFOUND",2019-01-24,0
"26109","EUROFOUND",2019-01-25,0
"26110","EUROFOUND",2019-01-26,0
"26111","EUROFOUND",2019-01-27,0
"26112","EUROFOUND",2019-01-28,0
"26113","EUROFOUND",2019-01-29,0
"26114","EUROFOUND",2019-01-30,0
"26115","EUROFOUND",2019-01-31,0
"26116","EUROFOUND",2019-02-01,0
"26117","EUROFOUND",2019-02-02,0
"26118","EUROFOUND",2019-02-03,0
"26119","EUROFOUND",2019-02-04,0
"26120","EUROFOUND",2019-02-05,0
"26121","EUROFOUND",2019-02-06,0
"26122","EUROFOUND",2019-02-07,0
"26123","EUROFOUND",2019-02-08,0
"26124","EUROFOUND",2019-02-09,0
"26125","EUROFOUND",2019-02-10,0
"26126","EUROFOUND",2019-02-11,0
"26127","EUROFOUND",2019-02-12,0
"26128","EUROFOUND",2019-02-13,0
"26129","EUROFOUND",2019-02-14,0
"26130","EUROFOUND",2019-02-15,0
"26131","EUROFOUND",2019-02-16,0
"26132","EUROFOUND",2019-02-17,0
"26133","EUROFOUND",2019-02-18,0
"26134","EUROFOUND",2019-02-19,0
"26135","EUROFOUND",2019-02-20,0
"26136","EUROFOUND",2019-02-21,0
"26137","EUROFOUND",2019-02-22,0
"26138","EUROFOUND",2019-02-23,0
"26139","EUROFOUND",2019-02-24,0
"26140","EUROFOUND",2019-02-25,0
"26141","EUROFOUND",2019-02-26,0
"26142","EUROFOUND",2019-02-27,0
"26143","EUROFOUND",2019-02-28,0
"26144","EUROFOUND",2019-03-01,0
"26145","EUROFOUND",2019-03-02,0
"26146","EUROFOUND",2019-03-03,0
"26147","EUROFOUND",2019-03-04,0
"26148","EUROFOUND",2019-03-05,0
"26149","EUROFOUND",2019-03-06,0
"26150","EUROFOUND",2019-03-07,0
"26151","EUROFOUND",2019-03-08,0
"26152","EUROFOUND",2019-03-09,0
"26153","EUROFOUND",2019-03-10,0
"26154","EUROFOUND",2019-03-11,0
"26155","EUROFOUND",2019-03-12,0
"26156","EUROFOUND",2019-03-13,0
"26157","EUROFOUND",2019-03-14,0
"26158","EUROFOUND",2019-03-15,0
"26159","EUROFOUND",2019-03-16,0
"26160","EUROFOUND",2019-03-17,0
"26161","EUROFOUND",2019-03-18,0
"26162","EUROFOUND",2019-03-19,0
"26163","EUROFOUND",2019-03-20,0
"26164","EUROFOUND",2019-03-21,0
"26165","EUROFOUND",2019-03-22,0
"26166","EUROFOUND",2019-03-23,0
"26167","EUROFOUND",2019-03-24,0
"26168","EUROFOUND",2019-03-25,0
"26169","EUROFOUND",2019-03-26,0
"26170","EUROFOUND",2019-03-27,0
"26171","EUROFOUND",2019-03-28,0
"26172","EUROFOUND",2019-03-29,0
"26173","EUROFOUND",2019-03-30,0
"26174","EUROFOUND",2019-03-31,0
"26175","EUROFOUND",2019-04-01,0
"26176","EUROFOUND",2019-04-02,0
"26177","EUROFOUND",2019-04-03,0
"26178","EUROFOUND",2019-04-04,0
"26179","EUROFOUND",2019-04-05,0
"26180","EUROFOUND",2019-04-06,0
"26181","EUROFOUND",2019-04-07,0
"26182","EUROFOUND",2019-04-08,0
"26183","FRA",2015-07-01,0
"26184","FRA",2015-07-02,0
"26185","FRA",2015-07-03,0
"26186","FRA",2015-07-04,0
"26187","FRA",2015-07-05,0
"26188","FRA",2015-07-06,0
"26189","FRA",2015-07-07,0
"26190","FRA",2015-07-08,0
"26191","FRA",2015-07-09,0
"26192","FRA",2015-07-10,0
"26193","FRA",2015-07-11,0
"26194","FRA",2015-07-12,0
"26195","FRA",2015-07-13,0
"26196","FRA",2015-07-14,0
"26197","FRA",2015-07-15,1
"26198","FRA",2015-07-16,0
"26199","FRA",2015-07-17,0
"26200","FRA",2015-07-18,0
"26201","FRA",2015-07-19,0
"26202","FRA",2015-07-20,0
"26203","FRA",2015-07-21,0
"26204","FRA",2015-07-22,0
"26205","FRA",2015-07-23,0
"26206","FRA",2015-07-24,0
"26207","FRA",2015-07-25,0
"26208","FRA",2015-07-26,0
"26209","FRA",2015-07-27,0
"26210","FRA",2015-07-28,0
"26211","FRA",2015-07-29,0
"26212","FRA",2015-07-30,0
"26213","FRA",2015-07-31,0
"26214","FRA",2015-08-01,0
"26215","FRA",2015-08-02,0
"26216","FRA",2015-08-03,0
"26217","FRA",2015-08-04,0
"26218","FRA",2015-08-05,0
"26219","FRA",2015-08-06,0
"26220","FRA",2015-08-07,0
"26221","FRA",2015-08-08,0
"26222","FRA",2015-08-09,0
"26223","FRA",2015-08-10,0
"26224","FRA",2015-08-11,0
"26225","FRA",2015-08-12,0
"26226","FRA",2015-08-13,0
"26227","FRA",2015-08-14,0
"26228","FRA",2015-08-15,0
"26229","FRA",2015-08-16,0
"26230","FRA",2015-08-17,0
"26231","FRA",2015-08-18,0
"26232","FRA",2015-08-19,0
"26233","FRA",2015-08-20,0
"26234","FRA",2015-08-21,0
"26235","FRA",2015-08-22,0
"26236","FRA",2015-08-23,0
"26237","FRA",2015-08-24,0
"26238","FRA",2015-08-25,0
"26239","FRA",2015-08-26,0
"26240","FRA",2015-08-27,0
"26241","FRA",2015-08-28,0
"26242","FRA",2015-08-29,0
"26243","FRA",2015-08-30,0
"26244","FRA",2015-08-31,0
"26245","FRA",2015-09-01,0
"26246","FRA",2015-09-02,0
"26247","FRA",2015-09-03,0
"26248","FRA",2015-09-04,0
"26249","FRA",2015-09-05,0
"26250","FRA",2015-09-06,0
"26251","FRA",2015-09-07,0
"26252","FRA",2015-09-08,0
"26253","FRA",2015-09-09,0
"26254","FRA",2015-09-10,0
"26255","FRA",2015-09-11,0
"26256","FRA",2015-09-12,0
"26257","FRA",2015-09-13,0
"26258","FRA",2015-09-14,0
"26259","FRA",2015-09-15,0
"26260","FRA",2015-09-16,0
"26261","FRA",2015-09-17,0
"26262","FRA",2015-09-18,0
"26263","FRA",2015-09-19,0
"26264","FRA",2015-09-20,0
"26265","FRA",2015-09-21,0
"26266","FRA",2015-09-22,0
"26267","FRA",2015-09-23,1
"26268","FRA",2015-09-24,0
"26269","FRA",2015-09-25,0
"26270","FRA",2015-09-26,0
"26271","FRA",2015-09-27,0
"26272","FRA",2015-09-28,0
"26273","FRA",2015-09-29,0
"26274","FRA",2015-09-30,0
"26275","FRA",2015-10-01,0
"26276","FRA",2015-10-02,0
"26277","FRA",2015-10-03,0
"26278","FRA",2015-10-04,0
"26279","FRA",2015-10-05,0
"26280","FRA",2015-10-06,0
