"","agencyname","month","information","joined","no.response","response","discussion","positive","neutral","negative","audience_count","hearing","media_count","media_threat","audience_threat","criticism.12","praise.12","neutral.12","valence.12","criticism.3","praise.3","neutral.3","valence.3","media_count.3","media_count.12"
"1556","EBA","2020-09-01",47,"yes",7,0,7,5,1,1,692,0,13,"no","no",8,39,18,0.476923076923077,0,8,5,0.615384615384615,29,111
"1557","ECDC","2020-09-01",24,"yes",44,3,47,24,10,13,8443,0,31,"yes","yes",197,382,195,0.239018087855297,39,58,34,0.145038167938931,89,200
"1558","ECHA","2020-09-01",39,"yes",16,5,21,6,3,12,1589,0,1,"no","no",88,143,74,0.180327868852459,15,28,10,0.245283018867925,1,6
"1559","EEA","2020-09-01",31,"yes",10,0,10,5,2,3,3358,0,7,"no","no",28,62,40,0.261538461538462,4,10,5,0.315789473684211,15,68
"1560","EFCA","2020-09-01",8,"yes",1,0,1,1,0,0,77,0,0,"no","no",10,12,5,0.0740740740740741,1,4,1,0.5,0,0
"1561","EFSA","2020-09-01",42,"yes",6,1,7,6,1,0,1485,0,2,"no","no",10,55,18,0.542168674698795,4,25,11,0.525,7,62
"1562","EIGE","2020-09-01",32,"yes",6,1,7,2,2,3,747,0,0,"no","no",36,78,23,0.306569343065693,11,25,6,0.333333333333333,1,13
"1563","EIOPA","2020-09-01",15,"yes",2,0,2,2,0,0,153,0,0,"no","no",0,1,1,0.5,0,1,0,1,3,13
"1564","EMA","2020-09-01",17,"yes",22,0,22,11,5,6,20073,0,16,"no","yes",82,147,41,0.240740740740741,43,63,14,0.166666666666667,40,118
"1565","EMCDDA","2020-09-01",35,"yes",4,0,4,2,2,0,1392,0,1,"no","no",19,44,17,0.3125,1,4,3,0.375,1,18
"1566","EMSA","2020-09-01",10,"yes",0,0,0,0,0,0,500,0,0,"no","yes",0,6,0,1,0,3,0,1,0,2
"1567","ENISA","2020-09-01",58,"yes",12,0,12,8,3,1,1805,0,0,"no","no",20,75,28,0.447154471544715,3,13,8,0.416666666666667,0,0
"1568","ERA","2020-09-01",8,"yes",1,0,1,0,0,1,102,0,0,"no","no",1,12,5,0.611111111111111,0,2,1,0.666666666666667,0,0
"1569","ESMA","2020-09-01",111,"yes",8,0,8,6,0,2,869,0,7,"yes","no",18,13,9,-0.125,15,8,6,-0.241379310344828,8,24
"1570","EU-OSHA","2020-09-01",45,"yes",2,0,2,2,0,0,570,0,0,"no","no",5,30,14,0.510204081632653,1,4,4,0.333333333333333,0,2
"1571","EUIPO","2020-09-01",70,"yes",6,0,6,5,0,1,1217,0,5,"no","no",40,84,25,0.295302013422819,9,19,2,0.333333333333333,3,21
"1572","EUROFOUND","2020-09-01",30,"yes",3,0,3,2,0,1,620,0,0,"no","no",5,15,7,0.37037037037037,2,2,0,0,2,3
"1573","FRA","2020-09-01",53,"yes",49,1,50,14,9,27,13522,0,6,"yes","yes",293,273,69,-0.031496062992126,45,42,16,-0.029126213592233,9,25
"1574","FRONTEX","2020-09-01",20,"yes",33,0,33,12,7,14,2169,0,33,"no","no",190,249,127,0.104240282685512,31,32,13,0.0131578947368421,48,344
"1575","SRB","2020-09-01",31,"yes",2,0,2,0,2,0,416,0,0,"no","no",22,47,32,0.247524752475248,10,14,4,0.142857142857143,2,15
"1576","ACER","2020-10-01",56,"yes",1,0,1,1,0,0,354,0,0,"no","no",0,3,3,0.5,0,2,1,0.666666666666667,0,0
"1577","BEREC OFFICE","2020-10-01",38,"yes",2,0,2,1,1,0,147,0,0,"no","no",0,10,0,1,0,2,0,1,0,1
"1578","CEDEFOP","2020-10-01",81,"yes",6,2,8,3,4,1,908,0,0,"no","no",2,14,10,0.461538461538462,1,1,0,0,1,5
"1579","CPVO","2020-10-01",17,"yes",0,0,0,0,0,0,80,0,0,"no","no",1,12,3,0.6875,0,2,1,0.666666666666667,0,0
"1580","EASA","2020-10-01",9,"yes",4,0,4,2,1,1,981,0,8,"no","no",14,44,16,0.405405405405405,4,6,3,0.153846153846154,21,110
"1581","EBA","2020-10-01",42,"yes",10,1,11,4,3,4,428,0,15,"no","no",6,42,19,0.537313432835821,1,7,3,0.545454545454545,29,112
"1582","ECDC","2020-10-01",47,"yes",111,5,116,56,23,37,9747,0,38,"yes","yes",210,403,205,0.235941320293399,39,56,36,0.129770992366412,92,230
"1583","ECHA","2020-10-01",37,"yes",15,2,17,9,3,5,1023,0,0,"no","no",93,139,74,0.150326797385621,23,21,10,-0.037037037037037,1,7
"1584","EEA","2020-10-01",33,"yes",10,0,10,6,1,3,4182,0,5,"no","yes",27,62,35,0.282258064516129,6,10,6,0.181818181818182,13,68
"1585","EFCA","2020-10-01",8,"yes",1,0,1,1,0,0,132,0,0,"no","no",10,13,5,0.107142857142857,1,5,0,0.666666666666667,0,0
"1586","EFSA","2020-10-01",51,"yes",6,1,7,4,3,0,1442,0,2,"no","no",10,56,19,0.541176470588235,1,13,6,0.6,7,58
"1587","EIGE","2020-10-01",83,"yes",19,0,19,8,5,6,1738,0,2,"no","no",38,76,24,0.27536231884058,10,13,5,0.107142857142857,0,13
"1588","EIOPA","2020-10-01",14,"yes",0,0,0,0,0,0,172,0,0,"no","no",0,3,1,0.75,0,3,0,1,1,13
"1589","EMA","2020-10-01",36,"yes",27,0,27,13,2,12,26724,0,15,"no","yes",88,155,46,0.231833910034602,11,33,8,0.423076923076923,45,128
"1590","EMCDDA","2020-10-01",9,"yes",2,0,2,1,1,0,613,0,0,"no","no",18,46,19,0.337349397590361,0,3,4,0.428571428571429,1,19
"1591","EMSA","2020-10-01",20,"yes",0,0,0,0,0,0,169,0,0,"no","no",0,6,0,1,0,2,0,1,0,2
"1592","ENISA","2020-10-01",69,"yes",12,0,12,5,3,4,3134,0,0,"no","no",21,78,30,0.441860465116279,2,15,5,0.590909090909091,0,0
"1593","ERA","2020-10-01",14,"yes",0,0,0,0,0,0,150,0,0,"no","no",2,12,3,0.588235294117647,1,1,1,0,0,0
"1594","ESMA","2020-10-01",73,"yes",0,1,1,1,0,0,654,0,2,"no","no",20,19,8,-0.0212765957446809,7,9,4,0.1,10,28
"1595","EU-OSHA","2020-10-01",91,"yes",6,0,6,2,2,2,1726,0,0,"no","no",5,30,12,0.531914893617021,1,4,4,0.333333333333333,0,1
"1596","EUIPO","2020-10-01",70,"yes",10,1,11,10,0,1,1045,0,4,"no","no",41,78,23,0.26056338028169,8,16,2,0.307692307692308,6,23
"1597","EUROFOUND","2020-10-01",40,"yes",4,0,4,2,1,1,1064,0,1,"no","no",6,16,7,0.344827586206897,2,3,0,0.2,1,3
"1598","FRA","2020-10-01",36,"yes",41,0,41,8,4,29,12766,0,1,"no","yes",293,277,75,-0.0248062015503876,49,38,18,-0.104761904761905,7,27
"1599","FRONTEX","2020-10-01",36,"yes",115,0,115,49,24,42,5510,0,27,"no","yes",200,246,133,0.079447322970639,38,34,14,-0.0465116279069767,66,349
"1600","SRB","2020-10-01",142,"yes",21,3,24,11,6,7,656,0,9,"yes","no",21,47,33,0.257425742574257,4,9,5,0.277777777777778,1,14
"1601","ACER","2020-11-01",9,"yes",0,0,0,0,0,0,110,0,0,"no","no",0,4,3,0.571428571428571,0,2,1,0.666666666666667,0,0
"1602","BEREC OFFICE","2020-11-01",18,"yes",0,0,0,0,0,0,97,0,0,"no","no",0,9,1,0.9,0,3,1,0.75,0,1
"1603","CEDEFOP","2020-11-01",175,"yes",2,1,3,2,1,0,1291,0,0,"no","no",3,14,13,0.366666666666667,1,4,4,0.333333333333333,0,5
"1604","CPVO","2020-11-01",19,"yes",0,0,0,0,0,0,69,0,0,"no","no",1,12,3,0.6875,0,0,0,0,0,0
"1605","EASA","2020-11-01",16,"yes",12,0,12,6,3,3,1601,0,6,"no","no",15,45,16,0.394736842105263,3,4,1,0.125,18,114
"1606","EBA","2020-11-01",43,"yes",3,0,3,2,0,1,466,0,4,"no","no",10,43,21,0.445945945945946,5,9,4,0.222222222222222,29,117
"1607","ECDC","2020-11-01",32,"yes",56,1,57,25,18,14,8625,0,22,"yes","yes",247,454,228,0.222820236813778,64,95,50,0.148325358851675,106,267
"1608","ECHA","2020-11-01",30,"yes",41,0,41,9,14,18,1088,0,2,"no","no",91,136,68,0.152542372881356,25,23,10,-0.0344827586206897,1,7
"1609","EEA","2020-11-01",34,"yes",7,0,7,3,2,2,3187,0,6,"no","no",21,61,29,0.36036036036036,6,13,4,0.304347826086957,13,67
"1610","EFCA","2020-11-01",3,"yes",2,0,2,2,0,0,88,0,0,"no","no",10,14,5,0.137931034482759,0,2,0,1,0,0
"1611","EFSA","2020-11-01",60,"yes",5,2,7,2,2,3,1954,0,1,"no","no",10,59,22,0.538461538461538,0,14,7,0.666666666666667,6,52
"1612","EIGE","2020-11-01",40,"yes",22,11,33,14,12,7,1385,0,0,"no","no",41,67,25,0.195488721804511,13,16,8,0.0810810810810811,2,13
"1613","EIOPA","2020-11-01",10,"yes",1,0,1,1,0,0,125,0,1,"no","no",0,3,1,0.75,0,3,0,1,1,13
"1614","EMA","2020-11-01",29,"yes",53,0,53,33,8,12,53115,0,51,"yes","yes",98,166,45,0.220064724919094,19,30,7,0.196428571428571,44,135
"1615","EMCDDA","2020-11-01",18,"yes",10,0,10,6,2,2,1173,0,2,"no","no",18,46,19,0.337349397590361,0,3,3,0.5,1,18
"1616","EMSA","2020-11-01",11,"yes",1,0,1,1,0,0,169,0,0,"no","no",0,5,0,1,0,1,0,1,0,2
"1617","ENISA","2020-11-01",66,"yes",9,0,9,3,3,3,1641,0,0,"no","no",24,68,32,0.354838709677419,6,16,6,0.357142857142857,0,0
"1618","ERA","2020-11-01",15,"yes",2,0,2,2,0,0,193,0,0,"no","no",2,10,2,0.571428571428571,1,0,1,-0.5,0,0
"1619","ESMA","2020-11-01",101,"yes",14,0,14,6,5,3,965,0,6,"yes","no",20,19,8,-0.0212765957446809,7,7,1,0,9,28
"1620","EU-OSHA","2020-11-01",51,"yes",4,0,4,2,2,0,876,0,0,"no","no",5,29,13,0.51063829787234,3,6,2,0.272727272727273,0,1
"1621","EUIPO","2020-11-01",63,"yes",8,0,8,6,0,2,1127,0,5,"no","no",39,83,22,0.305555555555556,5,25,1,0.645161290322581,10,25
"1622","EUROFOUND","2020-11-01",12,"yes",2,0,2,2,0,0,400,0,0,"no","no",5,18,8,0.419354838709677,2,4,1,0.285714285714286,1,4
"1623","FRA","2020-11-01",72,"yes",69,0,69,30,8,31,9643,0,0,"no","no",260,241,69,-0.0333333333333333,66,32,15,-0.300884955752212,7,26
"1624","FRONTEX","2020-11-01",22,"yes",142,2,144,50,30,64,7693,0,40,"no","yes",227,281,148,0.0823170731707317,68,68,36,0,75,351
"1625","SRB","2020-11-01",121,"yes",5,0,5,4,1,0,387,0,1,"no","no",25,51,38,0.228070175438596,7,12,8,0.185185185185185,10,22
"1626","ACER","2020-12-01",32,"yes",1,0,1,0,0,1,176,0,0,"no","no",0,3,3,0.5,0,2,0,1,0,0
"1627","BEREC OFFICE","2020-12-01",36,"yes",1,0,1,0,1,0,126,0,0,"no","no",0,9,1,0.9,0,3,1,0.75,0,0
"1628","CEDEFOP","2020-12-01",60,"yes",0,0,0,0,0,0,979,0,0,"no","no",3,16,14,0.393939393939394,1,5,5,0.363636363636364,0,5
"1629","CPVO","2020-12-01",24,"yes",1,0,1,1,0,0,36,0,0,"no","no",1,11,3,0.666666666666667,0,0,0,0,0,0
"1630","EASA","2020-12-01",21,"yes",19,0,19,6,9,4,1455,0,7,"no","no",18,47,17,0.353658536585366,5,9,4,0.222222222222222,19,113
"1631","EBA","2020-12-01",46,"yes",5,0,5,1,3,1,608,0,11,"no","no",10,43,17,0.471428571428571,6,11,4,0.238095238095238,32,113
"1632","ECDC","2020-12-01",47,"yes",66,3,69,30,17,22,9404,0,20,"yes","yes",260,477,245,0.220977596741344,64,105,51,0.186363636363636,91,287
"1633","ECHA","2020-12-01",36,"yes",30,3,33,20,4,9,1126,0,0,"no","no",95,131,71,0.121212121212121,35,24,20,-0.139240506329114,3,9
"1634","EEA","2020-12-01",26,"yes",5,0,5,4,1,0,1595,0,4,"no","no",22,60,28,0.345454545454545,8,14,5,0.222222222222222,18,67
"1635","EFCA","2020-12-01",5,"yes",2,0,2,1,1,0,150,0,1,"yes","no",10,14,5,0.137931034482759,0,4,0,1,0,0
"1636","EFSA","2020-12-01",55,"yes",8,0,8,8,0,0,1349,0,0,"no","no",10,54,21,0.517647058823529,3,12,6,0.428571428571429,5,44
"1637","EIGE","2020-12-01",36,"yes",7,0,7,1,2,4,958,0,0,"no","no",43,77,37,0.21656050955414,16,24,19,0.135593220338983,2,8
"1638","EIOPA","2020-12-01",22,"yes",1,0,1,0,0,1,263,0,0,"no","no",0,4,1,0.8,0,3,0,1,1,14
"1639","EMA","2020-12-01",54,"yes",210,1,211,103,55,53,89414,0,185,"yes","yes",105,190,52,0.244956772334294,30,57,15,0.264705882352941,82,179
"1640","EMCDDA","2020-12-01",19,"yes",12,1,13,8,2,3,615,0,0,"no","no",19,42,18,0.291139240506329,2,9,5,0.4375,3,12
"1641","EMSA","2020-12-01",23,"yes",2,0,2,1,0,1,133,0,0,"no","no",0,6,0,1,0,1,0,1,0,2
"1642","ENISA","2020-12-01",56,"yes",7,1,8,2,4,2,1849,0,0,"no","no",23,66,34,0.349593495934959,8,16,9,0.242424242424242,0,0
"1643","ERA","2020-12-01",21,"yes",2,0,2,1,0,1,167,0,0,"no","no",1,9,2,0.666666666666667,1,2,0,0.333333333333333,0,0
"1644","ESMA","2020-12-01",111,"yes",9,0,9,5,2,2,672,0,1,"no","no",23,25,13,0.0327868852459016,5,13,5,0.347826086956522,15,34
"1645","EU-OSHA","2020-12-01",31,"yes",2,1,3,1,2,0,641,0,0,"no","no",4,25,13,0.5,2,6,4,0.333333333333333,0,0
"1646","EUIPO","2020-12-01",58,"yes",9,0,9,7,1,1,875,0,1,"no","no",37,87,20,0.347222222222222,4,21,0,0.68,14,30
"1647","EUROFOUND","2020-12-01",14,"yes",3,0,3,2,1,0,400,0,0,"no","no",5,20,8,0.454545454545455,2,6,1,0.444444444444444,1,4
"1648","FRA","2020-12-01",73,"yes",45,1,46,17,9,20,11248,0,2,"no","yes",227,208,65,-0.038,87,52,21,-0.21875,7,24
"1649","FRONTEX","2020-12-01",28,"yes",62,3,65,30,8,27,9161,0,47,"no","yes",287,319,174,0.041025641025641,120,111,61,-0.0308219178082192,100,362
"1650","SRB","2020-12-01",95,"yes",3,1,4,0,2,2,273,0,0,"no","no",24,53,38,0.252173913043478,7,15,9,0.258064516129032,10,21
"1651","ACER","2021-01-01",20,"yes",4,0,4,4,0,0,160,0,0,"no","no",1,3,1,0.4,1,1,0,0,0,0
"1652","BEREC OFFICE","2021-01-01",8,"yes",0,0,0,0,0,0,43,0,0,"no","no",0,9,2,0.818181818181818,0,1,2,0.333333333333333,0,0
"1653","CEDEFOP","2021-01-01",14,"yes",0,1,1,0,1,0,582,0,0,"no","no",3,15,14,0.375,1,5,5,0.363636363636364,0,4
"1654","CPVO","2021-01-01",19,"yes",0,0,0,0,0,0,35,0,1,"yes","no",1,10,3,0.642857142857143,0,1,0,1,0,0
"1655","EASA","2021-01-01",10,"yes",20,0,20,9,4,7,1280,0,13,"no","no",21,50,26,0.298969072164948,8,14,13,0.171428571428571,21,115
"1656","EBA","2021-01-01",34,"yes",32,0,32,4,4,24,500,0,7,"no","no",11,42,20,0.424657534246575,6,7,6,0.0526315789473684,30,117
"1657","ECDC","2021-01-01",13,"yes",44,0,44,14,11,19,9048,0,28,"yes","yes",282,503,261,0.211281070745698,73,111,58,0.15702479338843,80,307
"1658","ECHA","2021-01-01",31,"yes",28,3,31,10,4,17,833,0,0,"no","no",99,139,69,0.130293159609121,32,38,21,0.0659340659340659,2,9
"1659","EEA","2021-01-01",23,"yes",16,3,19,12,2,5,7768,0,8,"no","yes",18,56,23,0.391752577319588,5,13,4,0.363636363636364,15,63
"1660","EFCA","2021-01-01",4,"yes",2,0,2,1,1,0,46,0,0,"no","no",10,15,6,0.161290322580645,0,4,1,0.8,1,1
"1661","EFSA","2021-01-01",58,"yes",14,1,15,7,2,6,1799,0,10,"no","no",10,61,21,0.554347826086957,3,14,5,0.5,3,36
"1662","EIGE","2021-01-01",22,"yes",12,0,12,5,3,4,1451,0,0,"no","no",43,78,38,0.220125786163522,17,23,19,0.101694915254237,2,8
"1663","EIOPA","2021-01-01",14,"yes",3,0,3,1,0,2,202,0,0,"no","no",1,4,1,0.5,1,1,0,0,1,14
"1664","EMA","2021-01-01",47,"yes",374,6,380,175,91,114,82796,0,195,"yes","yes",156,289,107,0.240942028985507,77,149,65,0.247422680412371,251,357
"1665","EMCDDA","2021-01-01",11,"yes",3,0,3,0,0,3,512,0,1,"no","no",20,49,20,0.325842696629214,5,15,5,0.4,2,12
"1666","EMSA","2021-01-01",2,"yes",0,0,0,0,0,0,152,0,0,"no","no",1,6,0,0.714285714285714,1,2,0,0.333333333333333,0,2
"1667","ENISA","2021-01-01",31,"yes",11,0,11,2,1,8,1379,0,0,"no","no",22,66,37,0.352,9,10,10,0.0344827586206897,0,0
"1668","ERA","2021-01-01",11,"yes",1,0,1,0,1,0,188,0,0,"no","no",2,10,2,0.571428571428571,1,3,0,0.5,0,0
"1669","ESMA","2021-01-01",62,"yes",20,0,20,5,5,10,16619,0,4,"no","yes",24,30,14,0.0882352941176471,5,12,7,0.291666666666667,9,33
"1670","EU-OSHA","2021-01-01",25,"yes",4,0,4,2,1,1,635,0,1,"yes","no",4,23,14,0.463414634146341,2,5,6,0.230769230769231,0,0
"1671","EUIPO","2021-01-01",109,"yes",12,0,12,6,4,2,1334,0,0,"no","no",35,93,21,0.389261744966443,4,23,1,0.678571428571429,10,30
"1672","EUROFOUND","2021-01-01",6,"yes",1,0,1,0,0,1,210,0,0,"no","no",5,21,8,0.470588235294118,1,6,2,0.555555555555556,1,4
"1673","FRA","2021-01-01",29,"yes",115,0,115,10,1,104,29721,0,1,"no","yes",233,210,69,-0.044921875,80,55,21,-0.16025641025641,3,26
"1674","FRONTEX","2021-01-01",23,"yes",592,0,592,202,193,197,14091,0,70,"yes","yes",311,339,180,0.0337349397590361,133,129,62,-0.0123456790123457,114,387
"1675","SRB","2021-01-01",109,"yes",2,0,2,0,2,0,486,0,1,"no","no",23,49,40,0.232142857142857,9,15,9,0.181818181818182,10,19
"1676","ACER","2021-02-01",18,"yes",1,0,1,0,1,0,199,0,0,"no","no",1,7,1,0.666666666666667,1,4,0,0.6,0,0
"1677","BEREC OFFICE","2021-02-01",6,"yes",0,0,0,0,0,0,53,0,0,"no","no",0,7,2,0.777777777777778,0,0,1,0,0,0
"1678","CEDEFOP","2021-02-01",67,"yes",1,1,2,1,1,0,918,0,0,"no","no",3,15,14,0.375,0,2,2,0.5,0,4
"1679","CPVO","2021-02-01",18,"yes",0,0,0,0,0,0,46,0,0,"no","no",0,9,1,0.9,0,1,0,1,1,1
"1680","EASA","2021-02-01",8,"yes",3,0,3,1,0,2,764,0,3,"no","no",26,58,29,0.283185840707965,14,21,16,0.137254901960784,26,115
"1681","EBA","2021-02-01",25,"yes",8,0,8,1,2,5,429,0,5,"no","no",33,41,24,0.0816326530612245,26,7,7,-0.475,22,118
"1682","ECDC","2021-02-01",33,"yes",121,10,131,52,32,47,10387,0,21,"no","yes",300,512,269,0.196114708603145,55,69,46,0.0823529411764706,70,326
"1683","ECHA","2021-02-01",29,"yes",23,0,23,10,5,8,1453,0,1,"no","no",104,130,67,0.0863787375415282,44,39,22,-0.0476190476190476,2,7
"1684","EEA","2021-02-01",22,"yes",13,5,18,14,2,2,1863,0,2,"no","no",21,65,25,0.396396396396396,7,19,5,0.387096774193548,18,66
"1685","EFCA","2021-02-01",13,"yes",3,0,3,1,2,0,110,0,0,"no","no",8,15,7,0.233333333333333,0,4,2,0.666666666666667,1,1
"1686","EFSA","2021-02-01",53,"yes",11,0,11,5,5,1,2134,0,3,"no","no",16,67,23,0.481132075471698,9,17,4,0.266666666666667,11,38
"1687","EIGE","2021-02-01",34,"yes",6,0,6,1,2,3,1714,0,0,"no","no",47,80,41,0.196428571428571,15,20,17,0.0961538461538462,0,8
"1688","EIOPA","2021-02-01",37,"yes",2,0,2,1,1,0,357,0,0,"no","yes",3,5,1,0.222222222222222,3,2,0,-0.2,1,14
"1689","EMA","2021-02-01",22,"yes",194,0,194,90,54,50,38385,0,125,"yes","yes",269,458,198,0.204324324324324,179,311,154,0.204968944099379,431,545
"1690","EMCDDA","2021-02-01",16,"yes",4,1,5,1,2,2,1352,0,0,"no","no",12,46,16,0.459459459459459,8,14,4,0.230769230769231,3,12
"1691","EMSA","2021-02-01",19,"yes",1,0,1,0,0,1,174,0,1,"no","no",1,6,0,0.714285714285714,1,2,0,0.333333333333333,0,2
"1692","ENISA","2021-02-01",22,"yes",6,0,6,6,0,0,1888,0,0,"no","no",29,56,34,0.226890756302521,13,7,8,-0.214285714285714,0,0
"1693","ERA","2021-02-01",12,"yes",6,0,6,4,1,1,153,0,0,"no","no",2,10,2,0.571428571428571,1,3,1,0.4,0,0
"1694","ESMA","2021-02-01",97,"yes",55,0,55,10,0,45,1997,0,7,"yes","yes",34,34,18,0,15,16,12,0.0232558139534884,11,34
"1695","EU-OSHA","2021-02-01",23,"yes",2,0,2,1,0,1,767,0,0,"no","no",4,23,15,0.452380952380952,1,5,5,0.363636363636364,1,1
"1696","EUIPO","2021-02-01",50,"yes",14,0,14,7,4,3,1578,0,3,"no","no",36,96,22,0.38961038961039,5,19,5,0.482758620689655,6,26
"1697","EUROFOUND","2021-02-01",21,"yes",2,0,2,2,0,0,684,0,0,"no","no",6,21,8,0.428571428571429,1,4,1,0.5,0,4
"1698","FRA","2021-02-01",67,"yes",50,0,50,20,10,20,25664,0,1,"no","yes",328,202,67,-0.21105527638191,155,57,18,-0.426086956521739,3,26
"1699","FRONTEX","2021-02-01",27,"yes",190,0,190,66,46,78,6561,0,41,"no","yes",505,531,368,0.0185185185185185,288,282,231,-0.00749063670411985,157,438
"1700","SRB","2021-02-01",86,"yes",5,0,5,2,2,1,399,0,0,"no","no",22,41,33,0.197916666666667,2,4,5,0.181818181818182,2,19
"1701","ACER","2021-03-01",45,"yes",1,1,2,1,0,1,283,0,0,"no","no",1,7,2,0.6,1,4,1,0.5,0,0
"1702","BEREC OFFICE","2021-03-01",51,"yes",1,1,2,1,0,1,168,0,0,"no","no",0,7,2,0.777777777777778,0,0,1,0,0,0
"1703","CEDEFOP","2021-03-01",41,"yes",5,1,6,2,2,2,885,0,0,"no","no",3,16,15,0.382352941176471,0,1,2,0.333333333333333,0,3
"1704","CPVO","2021-03-01",22,"yes",1,0,1,1,0,0,69,0,1,"yes","no",0,8,1,0.888888888888889,0,1,0,1,1,1
"1705","EASA","2021-03-01",12,"yes",6,0,6,4,2,0,1120,0,2,"no","no",27,51,28,0.226415094339623,13,16,13,0.0714285714285714,23,114
"1706","EBA","2021-03-01",64,"yes",25,0,25,18,2,5,569,0,10,"no","no",38,37,23,-0.0102040816326531,30,6,9,-0.533333333333333,23,119
"1707","ECDC","2021-03-01",25,"yes",67,11,78,46,15,17,6958,0,16,"no","yes",335,543,286,0.178694158075601,88,96,60,0.0327868852459016,69,326
"1708","ECHA","2021-03-01",48,"yes",8,2,10,4,6,0,723,0,0,"no","no",108,132,67,0.0781758957654723,34,40,13,0.0689655172413793,1,7
"1709","EEA","2021-03-01",25,"yes",13,0,13,10,0,3,2047,0,2,"no","no",20,75,23,0.466101694915254,7,30,5,0.547619047619048,14,60
"1710","EFCA","2021-03-01",6,"yes",0,0,0,0,0,0,154,0,0,"no","no",3,16,8,0.481481481481481,0,3,4,0.428571428571429,1,1
"1711","EFSA","2021-03-01",48,"yes",6,0,6,6,0,0,1637,0,2,"no","no",16,68,27,0.468468468468468,7,20,7,0.382352941176471,13,38
"1712","EIGE","2021-03-01",48,"yes",8,1,9,5,0,4,12425,0,6,"yes","yes",48,71,41,0.14375,11,7,7,-0.16,0,6
"1713","EIOPA","2021-03-01",14,"yes",5,0,5,1,3,1,210,0,0,"no","no",3,6,2,0.272727272727273,3,2,1,-0.166666666666667,0,14
"1714","EMA","2021-03-01",47,"yes",708,0,708,279,178,251,70006,0,334,"yes","yes",319,542,251,0.200539568345324,217,368,200,0.192356687898089,505,665
"1715","EMCDDA","2021-03-01",13,"yes",10,2,12,2,4,6,1472,0,0,"no","no",14,45,17,0.407894736842105,8,9,4,0.0476190476190476,1,11
"1716","EMSA","2021-03-01",18,"yes",1,0,1,1,0,0,218,0,0,"no","no",2,5,0,0.428571428571429,2,1,0,-0.333333333333333,1,2
"1717","ENISA","2021-03-01",51,"yes",11,0,11,3,2,6,1716,0,0,"no","no",28,58,34,0.25,10,10,5,0,0,0
"1718","ERA","2021-03-01",16,"yes",1,0,1,1,0,0,388,0,0,"no","no",3,13,3,0.526315789473684,2,5,2,0.333333333333333,0,0
"1719","ESMA","2021-03-01",137,"yes",91,0,91,20,9,62,2241,0,5,"no","yes",79,43,18,-0.257142857142857,57,20,7,-0.44047619047619,12,39
"1720","EU-OSHA","2021-03-01",26,"yes",5,0,5,4,1,0,1685,0,1,"no","yes",5,24,15,0.431818181818182,2,4,3,0.222222222222222,1,1
"1721","EUIPO","2021-03-01",59,"yes",11,2,13,4,5,4,1043,0,1,"no","no",36,89,24,0.355704697986577,6,20,9,0.4,4,28
"1722","EUROFOUND","2021-03-01",37,"yes",0,0,0,0,0,0,730,0,1,"yes","no",6,22,7,0.457142857142857,1,4,1,0.5,0,4
"1723","FRA","2021-03-01",48,"yes",59,2,61,17,10,34,15947,0,3,"no","yes",324,213,74,-0.181669394435352,144,47,20,-0.459715639810427,4,26
"1724","FRONTEX","2021-03-01",27,"yes",86,0,86,37,17,32,3878,0,40,"no","no",574,587,411,0.00826972010178117,302,298,247,-0.00472255017709563,158,457
"1725","SRB","2021-03-01",74,"yes",2,1,3,1,0,2,342,0,0,"no","no",21,41,25,0.229885057471264,3,2,6,-0.0909090909090909,1,18
"1726","ACER","2021-04-01",9,"yes",0,0,0,0,0,0,71,0,0,"no","no",2,8,2,0.5,1,5,1,0.571428571428571,0,0
"1727","BEREC OFFICE","2021-04-01",32,"yes",1,0,1,1,0,0,180,0,0,"no","no",1,8,2,0.636363636363636,1,1,0,0,0,0
"1728","CEDEFOP","2021-04-01",78,"yes",2,0,2,2,0,0,1154,0,0,"no","no",5,18,17,0.325,2,3,4,0.111111111111111,0,3
"1729","CPVO","2021-04-01",23,"yes",1,0,1,1,0,0,38,0,0,"no","no",0,5,1,0.833333333333333,0,1,0,1,2,2
"1730","EASA","2021-04-01",9,"yes",12,0,12,10,1,1,853,0,3,"no","no",26,52,28,0.245283018867925,9,14,6,0.172413793103448,18,109
"1731","EBA","2021-04-01",20,"yes",1,0,1,0,1,0,205,0,2,"no","no",42,52,25,0.0840336134453782,34,23,8,-0.169230769230769,22,115
"1732","ECDC","2021-04-01",37,"yes",123,4,127,38,34,55,6188,0,20,"no","no",266,422,219,0.17199558985667,83,112,58,0.114624505928854,65,322
"1733","ECHA","2021-04-01",29,"yes",7,0,7,3,1,3,1292,0,4,"yes","no",105,130,71,0.0816993464052288,25,24,15,-0.015625,1,5
"1734","EEA","2021-04-01",32,"yes",18,1,19,11,5,3,1935,0,4,"no","no",23,74,20,0.435897435897436,10,36,4,0.52,12,53
"1735","EFCA","2021-04-01",20,"yes",9,2,11,10,0,1,184,0,0,"no","no",3,16,7,0.5,0,2,3,0.4,0,1
"1736","EFSA","2021-04-01",46,"yes",8,0,8,5,1,2,1572,0,6,"no","no",15,72,26,0.504424778761062,7,18,7,0.34375,15,34
"1737","EIGE","2021-04-01",33,"yes",5,0,5,3,1,1,830,0,0,"no","no",51,72,38,0.130434782608696,11,11,5,0,6,11
