"","agencyname","month","count"
"1","ACER",2015-07-01,0
"2","ACER",2015-08-01,0
"3","ACER",2015-09-01,0
"4","ACER",2015-10-01,0
"5","ACER",2015-11-01,0
"6","ACER",2015-12-01,0
"7","ACER",2016-01-01,0
"8","ACER",2016-02-01,0
"9","ACER",2016-03-01,0
"10","ACER",2016-04-01,0
"11","ACER",2016-05-01,0
"12","ACER",2016-06-01,0
"13","ACER",2016-07-01,0
"14","ACER",2016-08-01,0
"15","ACER",2016-09-01,0
"16","ACER",2016-10-01,0
"17","ACER",2016-11-01,0
"18","ACER",2016-12-01,0
"19","ACER",2017-01-01,0
"20","ACER",2017-02-01,0
"21","ACER",2017-03-01,0
"22","ACER",2017-04-01,0
"23","ACER",2017-05-01,0
"24","ACER",2017-06-01,0
"25","ACER",2017-07-01,0
"26","ACER",2017-08-01,30
"27","ACER",2017-09-01,38
"28","ACER",2017-10-01,139
"29","ACER",2017-11-01,155
"30","ACER",2017-12-01,79
"31","ACER",2018-01-01,128
"32","ACER",2018-02-01,101
"33","ACER",2018-03-01,105
"34","ACER",2018-04-01,124
"35","ACER",2018-05-01,172
"36","ACER",2018-06-01,87
"37","ACER",2018-07-01,134
"38","ACER",2018-08-01,24
"39","ACER",2018-09-01,105
"40","ACER",2018-10-01,250
"41","ACER",2018-11-01,80
"42","ACER",2018-12-01,162
"43","ACER",2019-01-01,136
"44","ACER",2019-02-01,114
"45","ACER",2019-03-01,87
"46","ACER",2019-04-01,59
"47","ACER",2019-05-01,168
"48","ACER",2019-06-01,83
"49","ACER",2019-07-01,100
"50","ACER",2019-08-01,99
"51","ACER",2019-09-01,172
"52","ACER",2019-10-01,196
"53","ACER",2019-11-01,266
"54","ACER",2019-12-01,88
"55","ACER",2020-01-01,239
"56","ACER",2020-02-01,97
"57","ACER",2020-03-01,32
"58","ACER",2020-04-01,169
"59","ACER",2020-05-01,84
"60","ACER",2020-06-01,189
"61","ACER",2020-07-01,297
"62","ACER",2020-08-01,99
"63","ACER",2020-09-01,272
"64","ACER",2020-10-01,354
"65","ACER",2020-11-01,110
"66","ACER",2020-12-01,176
"67","ACER",2021-01-01,160
"68","ACER",2021-02-01,199
"69","ACER",2021-03-01,283
"70","ACER",2021-04-01,71
"71","ACER",2021-05-01,206
"72","ACER",2021-06-01,249
"73","BEREC OFFICE",2015-07-01,89
"74","BEREC OFFICE",2015-08-01,77
"75","BEREC OFFICE",2015-09-01,98
"76","BEREC OFFICE",2015-10-01,409
"77","BEREC OFFICE",2015-11-01,159
"78","BEREC OFFICE",2015-12-01,232
"79","BEREC OFFICE",2016-01-01,89
"80","BEREC OFFICE",2016-02-01,168
"81","BEREC OFFICE",2016-03-01,180
"82","BEREC OFFICE",2016-04-01,85
"83","BEREC OFFICE",2016-05-01,269
"84","BEREC OFFICE",2016-06-01,759
"85","BEREC OFFICE",2016-07-01,6573
"86","BEREC OFFICE",2016-08-01,1046
"87","BEREC OFFICE",2016-09-01,270
"88","BEREC OFFICE",2016-10-01,402
"89","BEREC OFFICE",2016-11-01,115
"90","BEREC OFFICE",2016-12-01,190
"91","BEREC OFFICE",2017-01-01,147
"92","BEREC OFFICE",2017-02-01,189
"93","BEREC OFFICE",2017-03-01,257
"94","BEREC OFFICE",2017-04-01,107
"95","BEREC OFFICE",2017-05-01,131
"96","BEREC OFFICE",2017-06-01,293
"97","BEREC OFFICE",2017-07-01,114
"98","BEREC OFFICE",2017-08-01,32
"99","BEREC OFFICE",2017-09-01,106
"100","BEREC OFFICE",2017-10-01,469
"101","BEREC OFFICE",2017-11-01,213
"102","BEREC OFFICE",2017-12-01,449
"103","BEREC OFFICE",2018-01-01,129
"104","BEREC OFFICE",2018-02-01,119
"105","BEREC OFFICE",2018-03-01,278
"106","BEREC OFFICE",2018-04-01,234
"107","BEREC OFFICE",2018-05-01,82
"108","BEREC OFFICE",2018-06-01,300
"109","BEREC OFFICE",2018-07-01,135
"110","BEREC OFFICE",2018-08-01,51
"111","BEREC OFFICE",2018-09-01,47
"112","BEREC OFFICE",2018-10-01,370
"113","BEREC OFFICE",2018-11-01,160
"114","BEREC OFFICE",2018-12-01,243
"115","BEREC OFFICE",2019-01-01,97
"116","BEREC OFFICE",2019-02-01,71
"117","BEREC OFFICE",2019-03-01,128
"118","BEREC OFFICE",2019-04-01,164
"119","BEREC OFFICE",2019-05-01,344
"120","BEREC OFFICE",2019-06-01,310
"121","BEREC OFFICE",2019-07-01,45
"122","BEREC OFFICE",2019-08-01,58
"123","BEREC OFFICE",2019-09-01,65
"124","BEREC OFFICE",2019-10-01,333
"125","BEREC OFFICE",2019-11-01,104
"126","BEREC OFFICE",2019-12-01,175
"127","BEREC OFFICE",2020-01-01,93
"128","BEREC OFFICE",2020-02-01,75
"129","BEREC OFFICE",2020-03-01,258
"130","BEREC OFFICE",2020-04-01,251
"131","BEREC OFFICE",2020-05-01,238
"132","BEREC OFFICE",2020-06-01,180
"133","BEREC OFFICE",2020-07-01,119
"134","BEREC OFFICE",2020-08-01,50
"135","BEREC OFFICE",2020-09-01,162
"136","BEREC OFFICE",2020-10-01,147
"137","BEREC OFFICE",2020-11-01,97
"138","BEREC OFFICE",2020-12-01,126
"139","BEREC OFFICE",2021-01-01,43
"140","BEREC OFFICE",2021-02-01,53
"141","BEREC OFFICE",2021-03-01,168
"142","BEREC OFFICE",2021-04-01,180
"143","BEREC OFFICE",2021-05-01,294
"144","BEREC OFFICE",2021-06-01,219
"145","CEDEFOP",2015-07-01,351
"146","CEDEFOP",2015-08-01,208
"147","CEDEFOP",2015-09-01,363
"148","CEDEFOP",2015-10-01,697
"149","CEDEFOP",2015-11-01,1388
"150","CEDEFOP",2015-12-01,886
"151","CEDEFOP",2016-01-01,593
"152","CEDEFOP",2016-02-01,435
"153","CEDEFOP",2016-03-01,374
"154","CEDEFOP",2016-04-01,473
"155","CEDEFOP",2016-05-01,460
"156","CEDEFOP",2016-06-01,850
"157","CEDEFOP",2016-07-01,258
"158","CEDEFOP",2016-08-01,347
"159","CEDEFOP",2016-09-01,670
"160","CEDEFOP",2016-10-01,965
"161","CEDEFOP",2016-11-01,1524
"162","CEDEFOP",2016-12-01,805
"163","CEDEFOP",2017-01-01,375
"164","CEDEFOP",2017-02-01,597
"165","CEDEFOP",2017-03-01,353
"166","CEDEFOP",2017-04-01,443
"167","CEDEFOP",2017-05-01,1094
"168","CEDEFOP",2017-06-01,1052
"169","CEDEFOP",2017-07-01,373
"170","CEDEFOP",2017-08-01,325
"171","CEDEFOP",2017-09-01,831
"172","CEDEFOP",2017-10-01,640
"173","CEDEFOP",2017-11-01,1537
"174","CEDEFOP",2017-12-01,468
"175","CEDEFOP",2018-01-01,430
"176","CEDEFOP",2018-02-01,1024
"177","CEDEFOP",2018-03-01,1393
"178","CEDEFOP",2018-04-01,664
"179","CEDEFOP",2018-05-01,849
"180","CEDEFOP",2018-06-01,2043
"181","CEDEFOP",2018-07-01,930
"182","CEDEFOP",2018-08-01,392
"183","CEDEFOP",2018-09-01,860
"184","CEDEFOP",2018-10-01,1061
"185","CEDEFOP",2018-11-01,1753
"186","CEDEFOP",2018-12-01,769
"187","CEDEFOP",2019-01-01,638
"188","CEDEFOP",2019-02-01,477
"189","CEDEFOP",2019-03-01,834
"190","CEDEFOP",2019-04-01,1264
"191","CEDEFOP",2019-05-01,1236
"192","CEDEFOP",2019-06-01,943
"193","CEDEFOP",2019-07-01,786
"194","CEDEFOP",2019-08-01,399
"195","CEDEFOP",2019-09-01,1136
"196","CEDEFOP",2019-10-01,2166
"197","CEDEFOP",2019-11-01,1025
"198","CEDEFOP",2019-12-01,699
"199","CEDEFOP",2020-01-01,942
"200","CEDEFOP",2020-02-01,884
"201","CEDEFOP",2020-03-01,745
"202","CEDEFOP",2020-04-01,998
"203","CEDEFOP",2020-05-01,1048
"204","CEDEFOP",2020-06-01,1325
"205","CEDEFOP",2020-07-01,1020
"206","CEDEFOP",2020-08-01,517
"207","CEDEFOP",2020-09-01,670
"208","CEDEFOP",2020-10-01,908
"209","CEDEFOP",2020-11-01,1291
"210","CEDEFOP",2020-12-01,979
"211","CEDEFOP",2021-01-01,582
"212","CEDEFOP",2021-02-01,918
"213","CEDEFOP",2021-03-01,885
"214","CEDEFOP",2021-04-01,1154
"215","CEDEFOP",2021-05-01,749
"216","CEDEFOP",2021-06-01,552
"217","CPVO",2015-07-01,18
"218","CPVO",2015-08-01,12
"219","CPVO",2015-09-01,19
"220","CPVO",2015-10-01,68
"221","CPVO",2015-11-01,22
"222","CPVO",2015-12-01,47
"223","CPVO",2016-01-01,55
"224","CPVO",2016-02-01,47
"225","CPVO",2016-03-01,18
"226","CPVO",2016-04-01,25
"227","CPVO",2016-05-01,49
"228","CPVO",2016-06-01,30
"229","CPVO",2016-07-01,14
"230","CPVO",2016-08-01,7
"231","CPVO",2016-09-01,31
"232","CPVO",2016-10-01,13
"233","CPVO",2016-11-01,28
"234","CPVO",2016-12-01,21
"235","CPVO",2017-01-01,34
"236","CPVO",2017-02-01,32
"237","CPVO",2017-03-01,19
"238","CPVO",2017-04-01,14
"239","CPVO",2017-05-01,29
"240","CPVO",2017-06-01,25
"241","CPVO",2017-07-01,5
"242","CPVO",2017-08-01,16
"243","CPVO",2017-09-01,61
"244","CPVO",2017-10-01,45
"245","CPVO",2017-11-01,17
"246","CPVO",2017-12-01,17
"247","CPVO",2018-01-01,52
"248","CPVO",2018-02-01,38
"249","CPVO",2018-03-01,22
"250","CPVO",2018-04-01,17
"251","CPVO",2018-05-01,21
"252","CPVO",2018-06-01,22
"253","CPVO",2018-07-01,19
"254","CPVO",2018-08-01,40
"255","CPVO",2018-09-01,32
"256","CPVO",2018-10-01,58
"257","CPVO",2018-11-01,40
"258","CPVO",2018-12-01,10
"259","CPVO",2019-01-01,34
"260","CPVO",2019-02-01,30
"261","CPVO",2019-03-01,12
"262","CPVO",2019-04-01,31
"263","CPVO",2019-05-01,56
"264","CPVO",2019-06-01,61
"265","CPVO",2019-07-01,103
"266","CPVO",2019-08-01,37
"267","CPVO",2019-09-01,82
"268","CPVO",2019-10-01,81
"269","CPVO",2019-11-01,65
"270","CPVO",2019-12-01,70
"271","CPVO",2020-01-01,87
"272","CPVO",2020-02-01,71
"273","CPVO",2020-03-01,67
"274","CPVO",2020-04-01,64
"275","CPVO",2020-05-01,54
"276","CPVO",2020-06-01,62
"277","CPVO",2020-07-01,72
"278","CPVO",2020-08-01,65
"279","CPVO",2020-09-01,57
"280","CPVO",2020-10-01,80
"281","CPVO",2020-11-01,69
"282","CPVO",2020-12-01,36
"283","CPVO",2021-01-01,35
"284","CPVO",2021-02-01,46
"285","CPVO",2021-03-01,69
"286","CPVO",2021-04-01,38
"287","CPVO",2021-05-01,65
"288","CPVO",2021-06-01,48
"289","EASA",2015-07-01,419
"290","EASA",2015-08-01,257
"291","EASA",2015-09-01,407
"292","EASA",2015-10-01,503
"293","EASA",2015-11-01,681
"294","EASA",2015-12-01,439
"295","EASA",2016-01-01,325
"296","EASA",2016-02-01,305
"297","EASA",2016-03-01,289
"298","EASA",2016-04-01,301
"299","EASA",2016-05-01,1715
"300","EASA",2016-06-01,856
"301","EASA",2016-07-01,459
"302","EASA",2016-08-01,318
"303","EASA",2016-09-01,598
"304","EASA",2016-10-01,906
"305","EASA",2016-11-01,550
"306","EASA",2016-12-01,625
"307","EASA",2017-01-01,305
"308","EASA",2017-02-01,386
"309","EASA",2017-03-01,943
"310","EASA",2017-04-01,564
"311","EASA",2017-05-01,607
"312","EASA",2017-06-01,602
"313","EASA",2017-07-01,547
"314","EASA",2017-08-01,451
"315","EASA",2017-09-01,303
"316","EASA",2017-10-01,383
"317","EASA",2017-11-01,1741
"318","EASA",2017-12-01,766
"319","EASA",2018-01-01,447
"320","EASA",2018-02-01,844
"321","EASA",2018-03-01,1990
"322","EASA",2018-04-01,1470
"323","EASA",2018-05-01,758
"324","EASA",2018-06-01,880
"325","EASA",2018-07-01,742
"326","EASA",2018-08-01,410
"327","EASA",2018-09-01,1559
"328","EASA",2018-10-01,1071
"329","EASA",2018-11-01,848
"330","EASA",2018-12-01,919
"331","EASA",2019-01-01,1046
"332","EASA",2019-02-01,722
"333","EASA",2019-03-01,2897
"334","EASA",2019-04-01,1175
"335","EASA",2019-05-01,734
"336","EASA",2019-06-01,851
"337","EASA",2019-07-01,663
"338","EASA",2019-08-01,23747
"339","EASA",2019-09-01,777
"340","EASA",2019-10-01,719
"341","EASA",2019-11-01,1289
"342","EASA",2019-12-01,963
"343","EASA",2020-01-01,947
"344","EASA",2020-02-01,1072
"345","EASA",2020-03-01,2524
"346","EASA",2020-04-01,731
"347","EASA",2020-05-01,1721
"348","EASA",2020-06-01,2942
"349","EASA",2020-07-01,1669
"350","EASA",2020-08-01,764
"351","EASA",2020-09-01,939
"352","EASA",2020-10-01,981
"353","EASA",2020-11-01,1601
"354","EASA",2020-12-01,1455
"355","EASA",2021-01-01,1280
"356","EASA",2021-02-01,764
"357","EASA",2021-03-01,1120
"358","EASA",2021-04-01,853
"359","EASA",2021-05-01,1385
"360","EASA",2021-06-01,1496
"361","EBA",2015-07-01,240
"362","EBA",2015-08-01,54
"363","EBA",2015-09-01,110
"364","EBA",2015-10-01,138
"365","EBA",2015-11-01,143
"366","EBA",2015-12-01,172
"367","EBA",2016-01-01,75
"368","EBA",2016-02-01,257
"369","EBA",2016-03-01,115
"370","EBA",2016-04-01,89
"371","EBA",2016-05-01,106
"372","EBA",2016-06-01,83
"373","EBA",2016-07-01,416
"374","EBA",2016-08-01,144
"375","EBA",2016-09-01,212
"376","EBA",2016-10-01,149
"377","EBA",2016-11-01,207
"378","EBA",2016-12-01,160
"379","EBA",2017-01-01,156
"380","EBA",2017-02-01,379
"381","EBA",2017-03-01,168
"382","EBA",2017-04-01,173
"383","EBA",2017-05-01,154
"384","EBA",2017-06-01,416
"385","EBA",2017-07-01,303
"386","EBA",2017-08-01,476
"387","EBA",2017-09-01,226
"388","EBA",2017-10-01,200
"389","EBA",2017-11-01,949
"390","EBA",2017-12-01,311
"391","EBA",2018-01-01,202
"392","EBA",2018-02-01,2162
"393","EBA",2018-03-01,598
"394","EBA",2018-04-01,162
"395","EBA",2018-05-01,175
"396","EBA",2018-06-01,450
"397","EBA",2018-07-01,362
"398","EBA",2018-08-01,85
"399","EBA",2018-09-01,286
"400","EBA",2018-10-01,372
"401","EBA",2018-11-01,812
"402","EBA",2018-12-01,406
"403","EBA",2019-01-01,375
"404","EBA",2019-02-01,770
"405","EBA",2019-03-01,837
"406","EBA",2019-04-01,428
"407","EBA",2019-05-01,192
"408","EBA",2019-06-01,886
"409","EBA",2019-07-01,603
"410","EBA",2019-08-01,229
"411","EBA",2019-09-01,637
"412","EBA",2019-10-01,542
"413","EBA",2019-11-01,690
"414","EBA",2019-12-01,638
"415","EBA",2020-01-01,705
"416","EBA",2020-02-01,552
"417","EBA",2020-03-01,1180
